year,dispnum,incidnum,midloc2_location,midloc2_measuringpoint,midloc2_xlongitude,midloc2_ylatitude,midloc2_precision,onset,midloc2_howobtained,midloc2_precision_comment,midloc2_general_comment,priogrid_cell,midloc11_location,midloc11_midlocmeasuringpoint,midloc11_latitude,midloc11_longitude,midloc11_precision
1993,3564,3564036,Armenia-Turkey Border,Midpoint of shared (national) border,43.6501,40.1234,5,0,ArcGIS and cShapes,Point along a line,,71525,Turkey-Armenia border,tuzluca,40.0333,43.6333,4
1993,3568,3568002,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1993,3568,3568003,"Umm Qasr, Iraq","Umm Qasr, Iraq",47.9268,30.0398,2,0,latlong.net,Near,,85933,Demilitarized zone north of KUW; Includes Umm Qasr,umm qasr,30.0167,47.9333,4
1993,3568,3568004,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1993,3568,3568005,Iraq,Centroid of ADM0,43.7721,33.048,6,0,ArcGIS and cShapes,State,Dual event; ADM1s not contiguous,81605,Port of Uum Qasr. Northern & Southern no-fly zones.,umm qasr,30.0167,47.9333,1
1993,3568,3568006,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809,5,0,ArcGIS and cShapes,Point along a line,,86652,Iraq-Kuwait border area.,safwan,30.1,47.7167,4
1993,3568,3568007,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809,5,0,ArcGIS and cShapes,Point along a line,,86652,"Northeast region of the Iraq-Kuwait border (al-dayra range, on the Kuwaiti side.",abdali,30.0589,47.6633,3
1993,3568,3568008,"Abdali, Kuwait","Abdali, Kuwait",47.7046,30.0235,1,0,latlong.net,Precise location text,,85933,Iraqi-Kuwaiti border - Abdali border post,abdali,30.0589,47.6633,1
1993,3568,3568009,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809,5,0,ArcGIS and cShapes,Point along a line,,86652,KUW-IRQ border,safwan,30.1,47.7167,4
1993,3568,3568010,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809,5,0,ArcGIS and cShapes,Point along a line,,86652,Iraqi-Kuwaiti border,safwan,30.1,47.7167,4
1993,3568,3568011,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809,5,0,ArcGIS and cShapes,Point along a line,,86652,KUW side of KUW-IRQ border,abdali,30.0589,47.6633,4
1993,3568,3568012,Iraq Territorial Waters,Centroid of territorial waters,48.5435,29.7978,3,0,ArcGIS and Marine Regions,Territorial waters,,86655,Iraqi coast,al qushlah,29.9167,48.5167,4
1993,3568,3568013,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809,5,0,ArcGIS and cShapes,Point along a line,,86652,Northern part of the Kuwait-Iraq border.,safwan,30.1,47.7167,3
1993,3568,3568014,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809,5,0,ArcGIS and cShapes,Point along a line,,86652,Al-Tahir and Al-Mazareh outposts in Kuwait.,abdali,30.0589,47.6633,3
1993,3568,3568015,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809,5,0,ArcGIS and cShapes,Point along a line,,86652,Shared border,safwan,30.1,47.7167,4
1993,3568,3568016,Iraq-Kuwait Border,Midpoint of shared (national) border,47.0836,29.8809,5,0,ArcGIS and cShapes,Point along a line,,86652,Northern section of Iraq-Kuwait border.,safwan,30.1,47.7167,3
1993,3568,3568017,"Warbah, Kuwait","Warbah, Kuwait",48.0704,29.9867,2,0,latlong.net,Near,,86654,"Khor el-Subbiya inlet, KUW waters, Persian Gulf",warbah,29.9367,48.0361,2
1993,4007,4007001,India (Jammu and Kashmir [ADM1])-Pakistan (Azad Kashmir [ADM1]) Border,Midpoint of shared (subnational) border,73.9277,34.1529,5,1,ArcGIS and GADM,Point along a line,,80145,Border area of Jammu and Kashmir between Pakistani and Indian controlled sectors,Jammu,32.7167,74.9,3
1993,4007,4007002,India (Jammu and Kashmir [ADM1])-Pakistan (Azad Kashmir [ADM1]) Border,Midpoint of shared (subnational) border,73.9277,34.1529,5,0,ArcGIS and GADM,Point along a line,,80145,"Border area of Kashmir between Pakistani and Indian controlled sectors, 28 miles",Nawanshahr,32.55,74.8,4
1993,4010,4010001,"Nahuaterique, Honduras","Nahuaterique, Honduras",-88.1495,14.0515,1,1,latlong.net,Precise location text,,109261,"Nahuaterique, Honduras",Nahuaterique,14,-88.0667,1
1993,4014,4014001,"Melchor de Mencos, Guatemala","Melchor de Mencos, Guatemala",-89.1563,17.0581,1,1,latlong.net,Precise location text,,104939,"Melchor de Mencos, Guatemala",Melchor de Menchos,17.0667,-89.1667,1
1993,4014,4014002,"Melchor de Mencos, Guatemala","Melchor de Mencos, Guatemala",-89.1563,17.0581,1,0,latlong.net,Precise location text,,104939,"Melchor de Mencos, Guatemala",Melchor de Menchos,17.0667,-89.1667,1
1993,4016,4016001,Haiti Territorial Waters,Centroid of territorial waters,-73.2248,18.1112,3,1,ArcGIS and Marine Regions,Territorial waters,,103451,coast of HAI,Port-au-prince,18.6667,-72.3333,4
1993,4018,4018001,Yalu River,Midpoint of river,126.547,41.5034,5,1,ArcGIS and Natural Earth Data,Point along a line,,69211,Along the China-People's Republic of Korea border in the Yalu Jiang,Yalu Jiang,40,124.367,4
1993,4021,4021001,Northern Limit Line (in Yellow Sea; Maritime DMZ Border),Midpoint of Northern Limit Line,125.143,37.1824,5,1,ArcGIS and EarthWorks,Point along a line,,75688,ROK and the waters just off the ROK coast. Mainly concentrated around the DMZ.,kanghwa,37.75,126.467,4
1993,4021,4021002,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1993,4021,4021003,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1993,4021,4021004,South Korea,Centroid of ADM0,127.835,36.3751,6,0,ArcGIS and cShapes,State,,77133,On ROK territory,kanghwa,37.75,126.467,5
1993,4021,4021005,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1993,4022,4022001,North Korea (between Pyongyang and DMZ),Midpoint of shortest line between Pyongyang and South Korea Border,126.081,38.4285,5,1,"ArcGIS, cshapes, latlong.net",Point along a line,,74250,Troops massed between Pyongyang and DMZ.,Sinmak,38.4167,126.233,3
1993,4022,4022002,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1993,4022,4022028,Unspecified,,,,-99,0,,Location unclear or unspecified,,,.,,,,7
1993,4029,4029001,Gulf of Tonkin,Gulf of Tonkin,107.75,19.75,4,1,latlong.net,Gulf,,100933,"Gulf of Tonkin, less than 110 KM from the coast of Vietnam",Gulf of Tonkin,20,108,3
1993,4032,4032001,"Kinshasa, DRC","Kinshasa, DRC",15.2663,-4.44193,1,1,latlong.net,Precise location text,,135708,"Kinshasa, Zaire. Specifically the Gombe district, where the Belgian embassy is",Kinshasa,-4.33333,15.25,1
1993,4032,4032002,"Brazzaville, Congo","Brazzaville, Congo",15.2429,-4.26336,1,0,latlong.net,Precise location text,,135708,"Belgian troops were in Brazzaville, Congo, preparing to cross the Congo River in",Brazzaville,-4.15,15.2,1
1993,4038,4038001,Cyprus,Centroid of ADM0,33.2218,35.0459,6,1,ArcGIS and cShapes,State,,78784,Cyprus,Cyprus,35,33,5
1993,4038,4038002,"Kaimakli, Cyprus","Kaimakli, Cyprus",33.3907,35.1854,1,0,latlong.net,Precise location text,,78784,"Line dividing Greek CYP and Turkish CYP, town of Kaimakli, near Nicosia",Kaimakli,35.1833,33.3833,4
1993,4038,4038003,Dherinia,Dherinia,33.9583,35.0587,1,0,latlong.net,Precise location text,,78785,"Dherynia village, near Famagusta , Cyprus",Dherinia,35.5,33.95,1
1993,4039,4039001,"Nicosia, Cyprus","Nicosia, Cyprus",33.3823,35.1856,1,1,latlong.net,Precise location text,,78784,"Kutuphane Street region, Nicosia , Cyprus",Nicosia,35.1667,33.4167,2
1993,4042,4042001,Japan-Russia Border (Territorial Waters),Midpoint of shared (territorial water) border,142.007,45.7095,5,1,ArcGIS and Marine Regions,Point along a line,Dual event,63482,"Off coast of Hokkaido, JPN; also Shikotan, RUS",Hokkaido,44,143,3
1993,4043,4043001,Albania-Yugoslavia (Kosovo [> ADM1]) Border,Midpoint of shared (subnational) border,20.4416,42.2725,5,1,ArcGIS and GADM,Point along a line,,68758,Border between Kosovo (YUG) and ALB,gusinje,42.55,19.8333,4
1993,4043,4043002,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1993,4043,4043003,Albania (Tropoje [ADM2]),Centroid of ADM2,20.045,42.3854,3,0,latlong.net,ADM2,,68758,"Luge i Zi, Tropoje District, ALB; near Kosovar (YUG) border",Tropoje,42.4,20.1667,3
1993,4043,4043004,"Zogaj-Shiroka, Albania","Zogaj-Shiroka, Albania",19.4502,42.0598,1,0,latlong.net,Precise location text,,68756,"Village of Zogaj-Shiroka, Shkoder district, 8km from YUG border, ALB",Shkoder,42.1833,19.75,2
1993,4043,4043005,Albania-Yugoslavia Border,Midpoint of shared (national) border,19.795,42.4837,5,0,ArcGIS and cShapes,Point along a line,,68757,ALB-YUG border,gusinje,42.55,19.8333,4
1993,4043,4043006,"Dragash, Kosovo","Dragash, Kosovo",20.6512,42.0615,1,0,latlong.net,Precise location text,,68759,"Dragas, YUG, on YUG-ALB border",Dragash,42,20.65,1
1993,4048,4048001,Adriatic Sea,Adriatic Sea,17.2903,41.8551,5,1,latlong.net,Sea,,69472,Adriatic Sea,Adriatic Sea,43,16,5
1993,4051,4051001,Dniestr River,Midpoint of river,27.2579,48.5781,5,1,ArcGIS and Natural Earth Data,Point along a line,,59332,"Dnestr Region, MLD",Dnestr,46.3,30.2833,3
1993,4052,4052001,China Exclusive Economic Zone,Midpoint of distant EEZ waters,119.036,24.0438,5,1,ArcGIS and Marine Regions,Point along a line,,94476,International waters off the coast of CHN,zhuxi,29.6,121.4,4
1993,4054,4054001,Afghanistan-Tajikistan Border,Midpoint of shared (national) border,71.3779,37.9037,5,1,ArcGIS and cShapes,Point along a line,,75100,TAJ-AFG border,rhuson,37.95,71.55,4
1993,4054,4054002,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1993,4054,4054003,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1993,4054,4054004,Afghanistan-Tajikistan Border,Midpoint of shared (national) border,71.3779,37.9037,5,0,ArcGIS and cShapes,Point along a line,,75100,"11th Section, TAJ-AFG border",rhuson,37.95,71.55,3
1993,4054,4054005,Afghanistan-Tajikistan Border,Midpoint of shared (national) border,71.3779,37.9037,5,0,ArcGIS and cShapes,Point along a line,,75100,AFG villages along the TAJ border,maymey,38.3833,71.0167,4
1993,4054,4054006,Afghanistan (Takhar [ADM1])-Tajikistan Border,Midpoint of shared (subnational) border,69.5005,37.5414,5,0,ArcGIS and GADM,Point along a line,,75097,"Takhar and Northern provinces of AFG, south of the Amu Darya River border betwee",Takhar Province,36.5,69.5,3
1993,4054,4054007,Tajikistan (Shuroobod [ADM2]),Centroid of ADM2,70.0994,37.856,3,0,ArcGIS and GADM,ADM2,,75098,Border post in the Shurobad district of TAJ,shuroaobad,37.85,70.05,1
1993,4054,4054008,Tajikistan (Shuroobod [ADM2]),Centroid of ADM2,70.0994,37.856,3,0,ArcGIS and GADM,ADM2,,75098,Border post in the Shurobad district of Tajikistan,shuroaobad,37.85,70.05,1
1993,4054,4054009,Afghanistan-Tajikistan Border,Midpoint of shared (national) border,71.3779,37.9037,5,0,ArcGIS and cShapes,Point along a line,,75100,AFG villages bordering TAJ,maymey,38.3833,71.0167,4
1993,4054,4054010,Afghanistan-Tajikistan Border,Midpoint of shared (national) border,71.3779,37.9037,5,0,ArcGIS and cShapes,Point along a line,,75100,TAJ-AFG Border,rhuson,37.95,71.55,4
1993,4054,4054011,Afghanistan (Badakhshan [ADM1] and Takhar [ADM1]),Centroid of > ADM1,71.0903,36.9608,5,0,ArcGIS and GADM,> ADM1,,76540,"Badakjshan/Takhar provinces of AFG, south of Amu Darya river, west of Hindu Kush",Badakhshan,36.75,72,3
1993,4054,4054012,Afghanistan-Tajikistan border,Midpoint of shared (national) border,71.3779,37.9037,5,0,ArcGIS and cShapes,Point along a line,,75100,Within Afghan territory along the Tajikistan-Afghanistan border,maymey,38.3833,71.0167,5
1993,4054,4054013,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1993,4054,4054015,Afghanistan (Badakhshan [ADM1]),Centroid of ADM1,71.459,37.0329,4,0,ArcGIS and GADM,ADM1,,75820,Afghanistan's Badakhshan province,Badakhshan,36.75,72,3
1993,4054,4054016,Afghanistan (Takhar [ADM1]),Centroid of ADM1,69.779,36.7042,4,0,ArcGIS and GADM,ADM1,,76537,Attacks occurred in AFG northern Takhar province,Takhar Province,36.5,69.5,5
1993,4054,4054018,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1993,4054,4054019,Afghanistan-Tajikistan Border,Midpoint of shared (national) border,71.3779,37.9037,5,0,ArcGIS and cShapes,Point along a line,,75100,TAJ-AFG border,rhuson,37.95,71.55,4
1993,4054,4054020,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1993,4054,4054021,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1993,4058,4058001,"Strezimir, Macedonia","Strezimir, Macedonia",20.6191,41.8065,2,1,latlong.net,Near,,69479,"ALB-MAC border post of Strezimir, MAC",Strezimir,41.7667,20.65,4
1993,4066,4066001,Ghana-Togo Border,Midpoint of shared (national) border,0.393728,8.72793,5,1,ArcGIS and cShapes,Point along a line,,117038,Border region of Ghana and Togo,kilinga,8.28333,0.666667,4
1993,4067,4067001,Lake Chad,Lake Chad,14.449,13.1079,2,1,latlong.net,Near,,110506,Chad-Niger border (Lake Chad area),Lake Chad,13.3333,14,4
1993,4069,4069001,Congo-DRC Border,Midpoint of shared (national) border,16.2501,-2.10784,5,1,ArcGIS and cShapes,Point along a line,,132830,Congo River. (The border between Congo and Zaire runs down the middle of the ri,Bolobo,-2.16667,16.2333,4
1993,4072,4072001,Iraq (Northern NFZ [> ADM1]),Centroid of Northern NFZ,43.376,36.5531,5,1,ArcGIS and ESRI,> ADM1,,76644,Northern Iraq,mosul,36.3167,43.1,3
1993,4072,4072002,Iraq (Kurdistan [> ADM1]),Centroid of > ADM1,44.5254,36.1063,5,0,ArcGIS and GADM,> ADM1,,77287,"Kurdish villages and towns in northern Iraq: Mirana, Dara Tuy, Kani Sana, Barder",Kani Sana,35.5,46.1,3
1993,4072,4072003,Northern Iraq (Kurdistan [> ADM1]),Centroid of > ADM1,44.5254,36.1063,5,0,ArcGIS and GADM,> ADM1,Dual event; Both in same region,77287,"Areas of Serkzel, Jawa Klaw, Dissounk, and Shouldara in northern Iraq",dahuk,36.8922,43.02,2
1993,4072,4072004,Iraq (Diyala [ADM1]),Centroid of ADM1,45.0742,33.899,4,0,ArcGIS and GADM,ADM1,,80888,Khalis and Jalula areas in Diyala Province of Iraq,Diyala,35.0667,45.7667,3
1993,4072,4072005,Iraq (Diyala [ADM1]),Centroid of ADM1,45.0742,33.899,4,0,ArcGIS and GADM,ADM1,Dual event; Both in same ADM1,80888,Mujahedeen-i-Khalq Organization (MKO) bases in Iraq at Al-Khalis and Jalula,Al-Khalis,33.85,44.5167,2
1993,4072,4072006,Iran,Centroid of ADM0,54.3,32.5712,6,0,ArcGIS and cShapes,State,,82346,Iranian airspace,point estimate,33.7967,45.7797,5
1993,4072,4072007,Iran-Iraq Border,Midpoint of shared (national) border,45.6418,33.7638,5,0,ArcGIS and cShapes,Point along a line,,80889,"IRQ, near IRN border",kanjam cham,33.2333,46.2333,4
1993,4072,4072008,Iraq (Sulaymaniyah [ADM1]),Centroid of ADM1,45.2864,35.5409,4,0,ArcGIS and GADM,ADM1,,78008,"Sulaymaniyah province: Chwarta, Kanarwo, Qarah Dagh subdistrict, and Penjwin.",Sulaymaniyah,35.6667,45.5,3
1993,4073,4073001,"Port Sudan, Sudan","Port Sudan, Sudan",37.1902,19.5903,1,1,latlong.net,Precise location text,,101112,Port Sudan,Port Sudan,19.6,12.9833,1
1993,4075,4075001,"Shortland Island, Western, Solomon Islands","Shortland Island, Western, Solomon Islands",155.737,-7.04522,2,1,latlong.net,Island,,139749,Shortland Island,Shortland Island,-10.5333,151.1,3
1993,4075,4075002,Bougainville Island,Bougainville Island,155.381,-6.37539,4,0,latlong.net,Island,,138308,Off Bougainville Island,Bougainville,-6,155,3
1993,4075,4075003,Mono Island,Mono Island,155.547,-7.35293,3,0,latlong.net,Island,,139749,"Mono island, 20 miles over the border between Papua New Guinea and Solomon islan",Ovau Island,-6.78333,156.017,3
1993,4085,4085001,Ivory Coast-Liberia Border,Midpoint of shared (national) border,-7.80414,6.12613,5,1,ArcGIS and cShapes,Point along a line,,120622,Bridge between Liberia and Ivory Coast,point estimate,6.105,-7.83194,4
1993,4106,4106001,Sea of Okhotsk,Sea of Okhotsk,149.366,52.8736,5,1,latlong.net,Sea,,53324,Sea of Okhotsk,sea of okhotsk,55,150,5
1993,4182,4182001,"Yaroun, Lebanon","Yaroun, Lebanon",35.4235,33.0801,2,1,MIDLOC1.1 and latlong.net,Near,,81668,No specific location,yarun,33.05,35.4,4
1993,4182,4182002,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,Southern Lebanon,sur,33.2667,35.2,3
1993,4182,4182003,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,Southern Lebanon--Israel's security zone,sur,33.2667,35.2,4
1993,4182,4182004,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,Southern Lebanon,sur,33.2667,35.2,3
1993,4182,4182005,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,Southern Lebanon,sur,33.2667,35.2,3
1993,4182,4182006,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,Southern Lebanon,sur,33.2667,35.2,3
1993,4182,4182007,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,Northern edges of ISR's security zone in LEB,tibnin,33.1833,35.4,3
1993,4182,4182008,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,"Southern Lebanon, Bekka Valley",bekaa,34,36.1667,3
1993,4182,4182009,Lebanon (Beqaa [ADM1]),Centroid of ADM1,35.8539,33.6433,4,0,ArcGIS and GADM,ADM1,,80949,Bekka Valley,bekaa,34,36.1667,1
1993,4182,4182010,"Metulla, Israel","Metulla, Israel",35.5782,33.2772,2,0,latlong.net,Near,,81669,"Marj Uyun Plain, near ISR settlement of Metulla",metulla,33.2833,35.5667,3
1993,4182,4182011,Lebanon (Southern [> ADM1]),Centroid of > ADM1,35.6425,33.6156,5,0,ArcGIS and GADM,> ADM1,,80949,Southern Lebanon,sur,33.2667,35.2,3
1993,4224,4224001,Macedonia,Centroid of ADM0,21.6975,41.5997,6,1,ArcGIS and cShapes,State,,69481,NA,macedonia border,41.4,23.06,2
1993,4286,4286001,"Khartoum, Sudan","Khartoum, Sudan",32.5599,15.5007,1,1,latlong.net,Precise location text,,106863,Khartoum,khartoum,15.5833,32.5333,1
1993,4299,4299001,"Baghdad, Iraq","Baghdad, Iraq",44.3615,33.3128,1,1,latlong.net,Precise location text,,81606,An Iraqi intelligence facility in downtown Baghdad.,baghdad,33.3333,44.3833,2
1993,4299,4299002,Unspecified,,,,-99,0,,Location unclear or unspecified,,,No specific location.,,,,7
1993,4308,4308001,"Tahoua, Chad","Tahoua, Chad",15.3422,10.8461,1,1,Geonames.org and latlong.net,Precise location text,,114108,"The location is in the border region of Tahoua, some 400km north-east of Niamey.",tahoua,10.85,15.35,1
1993,4340,4340001,Croatia (Osjecko-Baranjska [ADM1] and Vukovarsko-Srijemska [ADM1])-Yugoslavia Border,Midpoint of shared (subnational) border,19.0426,45.3548,5,1,ArcGIS and GADM,Point along a line,,64436,"YUG/CRO border, near Krajina Region in CRO",krajina,45.55,17.7833,4
1993,4340,4340002,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1993,4340,4340003,Bosnia-Croatia Border,Midpoint of shared (national) border,15.9539,45.2248,5,0,ArcGIS and cShapes,Point along a line,Ignores enclave,64429,Eastern CRO border with YUG,vukovar,45.35,18.9833,4
1993,4340,4340004,"Sitnica, Pod_tirovnik, Bosnia","Sitnica, Pod_tirovnik, Bosnia",18.4462,42.5577,1,0,latlong.net,Precise location text,,68034,"Village of Sitnica, near coastal town of Herceg-Novi, YUG",herceg novi,42.45,18.5333,1
1993,4341,4341001,Bosnia (Federation of Bosnia-Herzegovina [ADM1]),Centroid of ADM1,17.5197,44.1153,4,1,ArcGIS and GADM,ADM1,Dual event; Same ADM1,65873,"Travnik, Dolac na Lasvi, Sljeme, central BOS",travnik,44.2167,17.6667,1
1993,4341,4341002,"Mostar, Bosnia","Mostar, Bosnia",17.8078,43.3438,2,0,latlong.net,Near,,67313,"Near Mostar, BOS",mostar,43.3333,17.8,2
1993,4341,4341003,"Gornji Vakuf, Bosnia","Gornji Vakuf, Bosnia",17.588,43.9375,1,0,latlong.net,Precise location text,,66593,"In and around Gornji Vakuf, central BOS",gornji vakuf,43.3333,17.8,3
1993,4341,4341004,"Mostar, Bosnia","Mostar, Bosnia",17.8078,43.3438,1,0,latlong.net,Precise location text,,67313,"Mostar, Southwest BOS",mostar,43.3333,17.8,1
1993,4341,4341005,Bosnia (Northwestern [> ADM1]),Centroid of > ADM1,16.8658,44.7543,5,0,ArcGIS and GADM,> ADM1,Uses combined ADM2s,65151,Northwestern BOS,banja luka,44.7667,17.1833,3
1993,4341,4341006,Bosnia (Federation of Bosnia-Herzegovina [ADM1]),Centroid of ADM1,17.5197,44.1153,4,0,ArcGIS and GADM,ADM1,,65873,"Central and southwest BOS, near Gornji Vakuf and Mostar",gornji vakuf,43.3333,17.8,3
1993,4341,4341007,"Mostar, Bosnia","Mostar, Bosnia",17.8078,43.3438,2,0,latlong.net,Near,,67313,"Region surrounding and including Mostar, BOS",mostar,43.3333,17.8,3
1993,4341,4341008,"Gornji Vakuf, Bosnia","Gornji Vakuf, Bosnia",17.588,43.9375,2,0,latlong.net,Near,,66593,"Region surrounding and including Gornji Vakuf, central BOS",gornji vakuf,43.3333,17.8,3
1993,4341,4341009,Unspecified,,,,-99,0,,Location unclear or unspecified,,,NA,,,,7
1994,3568,3568018,"Abdali, Kuwait","Abdali, Kuwait",47.7046,30.0235,2,0,latlong.net,Near,,85933,Borderpost Bahrat Hoshan in the DMZ between Iraq and Kuwait.,abdali,30.0589,47.6633,2
